ティッカー,詳細,現在値,変動率,変動,評価,出来高,時価総額,PER: 株価収益率 (直近12ヶ月),基本1株当たり利益 (直近12ヶ月),従業員数,セクター,EMA: 指数移動平均線 (20),EMA: 指数移動平均線 (200)
ALOT,"AstroNova, Inc.",15.42,-0.77220077,-0.12,中立,11989,111503061.3888183,79.1750503,0.2025,327,電子テクノロジー,15.47249896,13.63510839
GLTO,"Galecto, Inc.",4.41,-1.78173719,-0.08,売り,55931,111404676.18,,-1.7394,28,健康テクノロジー,4.34902238,8.39643037
SMHI,SEACOR Marine Holdings Inc.,4.3,1.17647059,0.05,買い,20512,111236700,,-0.1037,1386,交通,4.21409735,4.15509067
DLNG,Dynagas LNG Partners LP,3.08,0,0,買い,38756,111156396.37434852,2.57146425,1.2013,,交通,3.03584776,2.8783517
COCP,"Cocrystal Pharma, Inc.",1.14,-2.56410256,-0.03,中立,980061,111114381.44347824,,-0.1499,,健康テクノロジー,1.12158185,1.27157222
HMNF,"HMN Financial, Inc.",23.91,-3.27669903,-0.81,買い,4053,111051791.90820074,7.9240891,3.1087,180,金融,23.18646335,20.18846468
OSS,"One Stop Systems, Inc.",5.96,1.18845501,0.07,買い,304148,111028074.00339559,38.54712042,0.1604,99,電子テクノロジー,5.67055848,5.15044649
LJPC,La Jolla Pharmaceutical Company,4.03,-2.18446602,-0.09,売り,64466,110777194.24938272,,0.105,59,健康テクノロジー,4.04769641,4.46719534
FLUX,"Flux Power Holdings, Inc.",8.35,0,0,売り,19912,110658905.55225652,,-1.4751,103,消費者サービス,8.54353088,10.4088765
FET,"Forum Energy Technologies, Inc.",19.64,-1.10775428,-0.22,売り,12168,110527092.3348554,,-18.8537,1400,工業サービス,19.73764707,19.76497975
CAAS,"China Automotive Systems, Inc.",3.58,0.56179775,0.02,売り,9950,110449357.27323943,19.72222222,0.1801,4688,製造加工,3.732508,4.45797276
LPCN,Lipocine Inc.,1.25,-3.84615385,-0.05,強い売り,1248161,110363307.2519084,,-0.2492,11,健康テクノロジー,1.34965819,1.40798434
PFX,PhenixFIN Corporation,41.5,-0.71770335,-0.3,買い,5313,110345177.72597274,11.66236897,3.5678,,その他,41.5522025,34.81232457
ELDN,"Eledon Pharmaceuticals, Inc.",7.7,-8.98345154,-0.76,中立,81486,110160921.04495747,,-6.9755,10,健康テクノロジー,7.36059167,10.45555968
BIOL,"Biolase, Inc.",0.726,-3.2,-0.024,買い,1809049,109766540.55315705,,-0.3393,135,健康テクノロジー,0.70510407,0.68728015
TRX,Tanzanian Gold Corporation,0.4295,2.26190476,0.0095,中立,941251,109466903.33039217,,-0.0114229,,非エネルギー鉱物,0.4193656,0.55539165
BTTR,Better Choice Company Inc.,3.69,3.65168539,0.13,中立,91373,109172678.6855524,,-2.9457,45,小売業,3.71143397,6.59713083
OPTT,"Ocean Power Technologies, Inc.",2.08,-5.88235294,-0.13,売り,1265484,109112666.35294119,,-0.5613,46,製造加工,2.08589096,2.38549551
SYNL,Synalloy Corporation,11.75,0.59931507,0.07,買い,20227,108909026.8027802,,-1.6644,526,非エネルギー鉱物,11.14303449,9.56821599
AGRX,"Agile Therapeutics, Inc.",1.17,-1.68067227,-0.02,売り,252548,108809950.99999999,,-0.7735,28,健康テクノロジー,1.11745043,1.81204936
CTK,CooTek (Cayman) Inc.,1.55,0,0,売り,33668,108197614,,-0.8115,759,テクノロジーサービス,1.58276978,2.69984687
RSF,RiverNorth Specialty Finance Corporation,19.69,0.1525941,0.03,買い,18924,107850000,,,,その他,19.55406386,18.27305569
SLHG,Skylight Health Group Inc.,2.81,-4.09556314,-0.12,強い売り,87505,107736933.13600002,,-0.34652346,80,テクノロジーサービス,3.14159337,3.91169599
BSGM,"BioSig Technologies, Inc.",3.08,-2.53164557,-0.08,売り,128041,107565482,,-1.2209,49,健康テクノロジー,3.12085397,4.11915681
XTNT,"Xtant Medical Holdings, Inc.",1.24,0.81300813,0.01,売り,112085,107517040.096,,-0.1211,110,健康テクノロジー,1.26494648,1.58108385
ASM,Avino Silver & Gold Mines Ltd.,1.06,3.92156863,0.04,買い,871505,107486870.28125,,-0.12040701,,非エネルギー鉱物,1.00895006,1.12119427
FHS,"First High-School Education Group Co., Ltd.",4.19,7.16112532,0.28,買い,228954,107390527,,,2413,消費者サービス,3.86531327,
NAII,"Natural Alternatives International, Inc.",16.68,-0.53667263,-0.09,買い,21253,107068553.6067961,11.0544674,1.5133,184,健康テクノロジー,16.61431097,14.49251448
NEPT,Neptune Wellness Solutions Inc.,0.6377,-2.93759513,-0.0193,売り,929602,106607741.69243902,,-1.05604458,127,健康テクノロジー,0.69107891,1.35613111
CDTX,"Cidara Therapeutics, Inc.",2.15,-0.92165899,-0.02,買い,155981,106438484.95495497,,-1.1063,79,健康テクノロジー,1.99621252,2.18363263
RNDB,"Randolph Bancorp, Inc.",20.2822,0.90646766,0.1822,中立,3162,106267911.84026983,4.8758498,4.1694,208,金融,20.32814896,19.4787037
GFED,"Guaranty Federal Bancshares, Inc.",24.2,-1.10339191,-0.27,売り,8357,106117744.99389999,14.01944428,1.744,234,金融,24.38361275,21.70329505
ALRN,"Aileron Therapeutics, Inc.",1.17,-0.84745763,-0.01,買い,283917,105947946,,-0.3945,8,健康テクノロジー,1.11145676,1.23117381
BPTS,Biophytis SA,9.3,3.10421286,0.28,買い,1399,105887219.3954,,,23,健康テクノロジー,8.98017998,
ACST,"Acasti Pharma, Inc.",2.38,-6.2992126,-0.16,売り,1677354,105405860,,-0.1387,,健康テクノロジー,3.21062754,4.18498271
PCYG,"Park City Group, Inc.",5.4,0,0,中立,23461,105181401,37.4479889,0.1457,81,テクノロジーサービス,5.39072536,5.55247855
LYRA,"Lyra Therapeutics, Inc.",8.09,-1.34146341,-0.11,買い,22093,105178944.44943821,,-2.4853,38,健康テクノロジー,7.24965354,9.51921879
LFVN,Lifevantage Corporation,7.7,0.52219321,0.04,買い,38692,105085743.00907911,8.51275257,0.9196,263,健康テクノロジー,7.56094079,8.82902406
CHEK,Check-Cap Ltd.,1.09,0.92592593,0.01,買い,618787,105079956.59813084,,-0.2797,65,健康テクノロジー,1.05140336,1.24097159
BCTX,BriaCell Therapeutics Corp.,6.9,0.29069767,0.02,買い,960739,104947623.22429906,,-0.97821492,,健康テクノロジー,6.09438283,5.71882331
TKAT,"Takung Art Co., Ltd.",8.96,-19.56912029,-2.18,売り,3909315,104540300.3076923,,-0.6437,24,テクノロジーサービス,8.99984393,11.35175892
GASS,"StealthGas, Inc.",2.76,-0.36101083,-0.01,買い,17627,104489285.73722628,43.21766562,0.0642,633,交通,2.65963068,2.75031155
FVAM,5:01 Acquisition Corp.,9.75,-0.10245902,-0.01,売り,202,104183314.31864753,,-0.0644,,金融,9.77694261,
MDWD,MediWound Ltd.,3.81,3.5326087,0.13,買い,58394,103805088.19893903,,-0.3559,75,健康テクノロジー,3.68080642,4.13815353
GNCA,"Genocea Biosciences, Inc.",1.82,3.40909091,0.06,売り,88104,103768456.05586591,,-0.5585,72,健康テクノロジー,1.83827053,2.32586067
APT,"Alpha Pro Tech, Ltd.",7.82,-3.09789343,-0.25,強い売り,406254,103358906.58518519,5.38456425,1.5507,115,健康テクノロジー,8.30785138,10.0946776
PCSA,"Processa Pharmaceuticals, Inc.",6.62,0.91463415,0.06,中立,139010,103302489.68307692,,-2.5923,14,製造加工,6.18151543,8.31723521
APRN,"Blue Apron Holdings, Inc.",4.37,5.81113801,0.24,買い,411060,103138209.04166666,,-3.4912,2045,小売業,4.10953169,5.7333253
MINM,"Minim, Inc.",2.25,3.21100917,0.07,売り,105873,103120287.32876712,,-0.1101,61,電子テクノロジー,2.32544941,2.84993102
SND,"Smart Sand, Inc.",2.38,-0.83333333,-0.02,売り,44500,103044088.71186443,25.99118943,0.0908,228,非エネルギー鉱物,2.41505582,2.43334286
ISDR,Issuer Direct Corporation,27.21,2.91225416,0.77,買い,16644,103031344.46236974,35.70837927,0.7339,86,テクノロジーサービス,26.9696791,24.09789025
PNRG,PrimeEnergy Resources Corporation,51.49,-0.78998073,-0.41,買い,1010,102680172.7002,,0.1314,96,エネルギー鉱物,50.77667559,53.80695423
INTG,The Intergroup Corporation,45.9,1.88679245,0.85,買い,4986,102665178.3375,35.46623319,1.6703,30,金融,45.76878116,38.38029365
SCPS,Scopus BioPharma Inc.,5.67,-6.28099174,-0.38,中立,596931,102594476.15568861,,-1.3448,4,健康テクノロジー,5.06295226,
GROW,"U.S. Global Investors, Inc.",6.8,4.77657935,0.31,強い買い,99686,102320344.2519685,2.78851221,2.2773,23,金融,6.24067902,5.83860998
FTK,"Flotek Industries, Inc.",1.37,0.73529412,0.01,売り,142691,101514615.59558824,,-1.178,147,工業サービス,1.44489115,1.81041898
FEIM,"Frequency Electronics, Inc.",11,0.91743119,0.1,買い,13463,101473794.03669725,152.66106443,0.0733,240,電子テクノロジー,10.38434084,10.2588065
LPTX,"Leap Therapeutics, Inc.",1.7,-1.1627907,-0.02,中立,512870,101442428.6627907,,-0.4246,30,健康テクノロジー,1.6936397,1.8003256
CODA,"Coda Octopus Group, Inc.",9.34,3.66259711,0.33,強い買い,29272,101172702.9385965,18.34271923,0.5204,110,電子テクノロジー,8.91988752,8.07877896
CIZN,Citizens Holding Company,17.99,0.22284123,0.04,買い,5505,100659802.74591549,12.21106219,1.4539,289,金融,17.87167227,19.30413055
IPWR,Ideal Power Inc.,17.14,2.51196172,0.42,買い,31650,100646866.00591718,,-1.908,5,電子テクノロジー,15.72725768,12.15398734
PSTI,"Pluristem Therapeutics, Inc.",3.17,3.93442623,0.12,買い,152726,100616569.56591637,,-1.622,146,健康テクノロジー,3.10255776,4.92724842
LSAQ,LifeSci Acquisition II Corp.,10.03,-0.32000954,-0.0322,買い,1363,100413353.95526838,,-0.056,3,金融,9.9756189,
UAMY,United States Antimony Corporation,0.9449,-1.58316842,-0.0152,買い,1341608,100164343.4127708,,-0.0369,56,製造加工,0.93200017,0.86757746
CHWAU,CHW Acquisition Corporation,9.96,-0.3003003,-0.03,,633,100097999.99999999,,,,金融,,
AIRT,"Air T, Inc.",34.7,1.19568387,0.41,買い,7380,100000297.53895915,,-2.1347,452,交通,33.18919023,24.24323463
TPST,"Tempest Therapeutics, Inc.",14.89,0.0672043,0.01,買い,31281,99811275.6548611,,-25.086,13,健康テクノロジー,14.3804738,23.05124401
VGZ,Vista Gold Corp,0.8517,2.9369108,0.0243,買い,378214,99804398.06826317,,-0.0173,14,非エネルギー鉱物,0.82218414,1.00254991
UBOH,"United Bancshares, Inc.",30.4315,3.87453749,1.1351,売り,1300,99787197.00772108,7.01374192,4.2051,222,金融,31.56475641,28.67402537
DLPN,"Dolphin Entertainment, Inc.",13.03,-0.98784195,-0.13,買い,474435,99554459.63655911,,-0.7107,163,消費者サービス,11.90419383,8.21214717
AIM,AIM ImmunoTech Inc.,2.08,-1.88679245,-0.04,買い,162536,99525129.00000001,,-0.3794,23,健康テクノロジー,2.03756536,2.13597248
QH,Quhuo Limited - American Depository Shares,2.5,5.48523207,0.13,中立,31483,99509344,,-0.2158,708,テクノロジーサービス,2.50054128,5.05772671
AIH,Aesthetic Medical International Holdings Group Ltd.,4.27,-1.38568129,-0.06,売り,37463,99410269,,-1.1891,1665,健康サービス,4.48176861,6.25992192
APRE,"Aprea Therapeutics, Inc.",4.69,-1.88284519,-0.09,買い,506730,99366217.92600422,,-2.2481,,健康テクノロジー,4.27519728,8.82104741
SANW,S&W Seed Company,2.705,-0.55147059,-0.015,売り,12337,99346611.2948718,,-0.6633,186,素材産業,2.94339499,3.28310543
ZKIN,"ZK International Group Co., Ltd",3.87,0.25906736,0.01,買い,317313,99220043.496,,,308,製造加工,3.61399518,4.09129521
PHGE,BiomX Inc.,3.5,-5.14905149,-0.19,強い売り,79385,98681017.33668342,,-1.4288,95,健康テクノロジー,3.92182265,5.69184818
SSBI,Summit State Bank,16.25,-0.85417938,-0.14,買い,789,98631000,7.28876509,2.158,99,金融,16.16516637,15.06636166
FKWL,Franklin Wireless Corp.,8.5,8.55683269,0.67,買い,61386,98517390.9608091,4.15027021,1.9332,71,電子テクノロジー,8.2085366,11.99396783
CPOP,"Pop Culture Group Co., Ltd",4.08,-2.3923445,-0.1,売り,448945,98124000.97142856,41.50197628,0.1012,41,商業サービス,5.09101658,
PBHC,"Pathfinder Bancorp, Inc.",16.5,2.1039604,0.34,強い買い,1650,98052626.50273225,11.8140736,,169,金融,16.21018838,13.965579
METX,Meten EdtechX Education Group Ltd.,0.4,1.6002032,0.0063,売り,33541247,97755789,,-0.7173,3721,商業サービス,0.58182585,2.53452191
ITAC,"Industrial Tech Acquisitions, Inc.",10.06,0.09950249,0.01,買い,3498,97388202.79086445,,-0.0214,2,金融,10.01780325,10.06723299
VRAR,"The Glimpse Group, Inc.",9.91,-2.84313725,-0.29,買い,114974,97260728.79796109,,,50,テクノロジーサービス,9.29625982,
ISR,"IsoRay, Inc.",0.6865,-0.34838148,-0.0024,中立,820568,97115905.21461537,,-0.0444,53,健康テクノロジー,0.65912304,0.83101821
AFBI,"Affinity Bancshares, Inc.",14.0899,0.31968672,0.0449,買い,3460,96834722.86035456,12.3030357,,83,金融,13.61550008,11.89409773
CSCW,Color Star Technology Co. Ltd.,1.07,-0.92592593,-0.01,買い,1151182,96681600.52000003,,,,消費者サービス,0.93140773,0.96743916
SMID,Smith-Midland Corporation,18.55,1.03485839,0.19,買い,5488,96500032.49174918,15.47365733,1.1763,200,非エネルギー鉱物,18.61169449,14.98494838
BRQS,"Borqs Technologies, Inc.",0.8371,4.32452642,0.0347,買い,3664123,96403116.75260158,,,286,テクノロジーサービス,0.78126036,1.11801046
USAP,"Universal Stainless & Alloy Products, Inc.",10.81,-1.72727273,-0.19,売り,17997,96402045.96272726,,-2.4093,566,非エネルギー鉱物,11.08887673,9.92417602
VVPR,VivoPower International PLC,5.67,-1.73310225,-0.1,強い売り,28304,96048253.18421054,,-0.4877,204,施設サービス事業,5.85258816,7.25294339
GAME,"Engine Media Holdings, Inc.",6.25,-1.57480315,-0.1,強い売り,282367,95962974.42493945,,-4.62585879,163,テクノロジーサービス,6.4863009,7.09771176
MMMB,"MamaMancini's Holdings, Inc.",2.68,0,0,買い,36692,95592590.91176473,25.2553389,0.1098,,非耐久消費財,2.62052807,2.42037598
VISL,"Vislink Technologies, Inc.",2.08,-2.34741784,-0.05,売り,979744,95133717.00000001,,-0.71,109,電子テクノロジー,2.08127045,2.53623254
LUMO,"Lumos Pharma, Inc.",11.35,-0.08802817,-0.01,買い,37133,94856384.08051234,,-2.1086,28,健康テクノロジー,9.78714446,12.01125451
PDEX,"Pro-Dex, Inc.",26,3.33863275,0.84,売り,9680,94787158.36926694,22.66951035,1.1715,,健康サービス,28.31350475,29.13333833
DVD,"Dover Motorsports, Inc.",2.6,-1.51515152,-0.04,中立,46019,94758538.41509435,3.47085789,0.7635,60,消費者サービス,2.59608952,2.21044727
PED,Pedevco Corp.,1.19,2.5862069,0.03,買い,185902,94559304.00000001,,-0.348,15,工業サービス,1.11701699,1.32139835
SNMP,Evolve Transition Infrastructure LP,1.2,11.11111111,0.12,買い,8652392,94468216.98113206,,-4.1002,13,エネルギー鉱物,1.11527329,0.95865504
DTEA,DAVIDsTEA Inc.,3.58,-3.50404313,-0.13,売り,100432,93995655.08465607,,-0.2187,868,非耐久消費財,3.7213849,3.36916323
OCG,Oriental Culture Holding LTD,4.58,-1.92719486,-0.09,中立,177709,93636787.54940712,50.44865404,0.1003,47,小売業,4.52705692,
NRBO,"NeuroBo Pharmaceuticals, Inc.",4.18,-7.52212389,-0.34,買い,299973,93153357.92326137,,-1.5081,7,健康テクノロジー,3.81552378,4.56666999
AYTU,"Aytu BioPharma, Inc.",3.7,-3.39425587,-0.13,売り,586102,93131200.67885119,,-2.756,75,健康テクノロジー,3.72783136,6.72916907
BHSE,Bull Horn Holdings Corp.,9.91,0.15159171,0.015,買い,26236,92906254.00606366,6.62360265,1.4939,2,金融,9.87357938,
LIFE,"aTyr Pharma, Inc.",5.49,0.18248175,0.01,買い,75629,92890089.1153846,,-2.3017,43,健康テクノロジー,5.10705543,4.4988314
CULL,"Cullman Bancorp, Inc.",12.5,-1.302803,-0.165,売り,14718,92573663.05237314,8.52102364,1.4385,50,金融,12.40952154,19.69608652
AVCT,"American Virtual Cloud Technologies, Inc.",4.52,3.66972477,0.16,買い,45373,92332084.15130022,,-2.8418,316,流通サービス,4.44942537,5.72266578
GANX,"Gain Therapeutics, Inc.",7.76,-2.38993711,-0.19,強い売り,8864,92162720.25542784,,,14,健康テクノロジー,7.96049136,
FURY,Fury Gold Mines Limited,0.78,6.05030591,0.0445,売り,274063,91985972.00000001,,-0.14172656,15,非エネルギー鉱物,0.79624268,1.31073239
CLSN,Celsion Corporation,1.06,0,0,買い,1921491,91751192.8737864,,-0.4598,27,健康テクノロジー,1.04354452,1.23086685
MRIN,Marin Software Incorporated,5.93,-5.42264753,-0.34,売り,2038950,91717408.66456693,,-1.315,162,テクノロジーサービス,6.23295217,4.38277931
FENG,Phoenix New Media Limited,1.28,0,0,売り,79770,91716080,1.45850214,0.8639,1305,テクノロジーサービス,1.2970073,1.58290474
ZGYH,Yunhong International,10.25,0,0,買い,1414,91681126,76.60687593,0.1338,2,金融,10.20507617,10.06865717
INUV,"Inuvo, Inc.",0.77,-0.12970169,-0.001,中立,914809,91433806.16383882,,-0.0726,71,テクノロジーサービス,0.75143049,0.79395774
OBCI,"Ocean Bio-Chem, Inc.",9.6,-0.41493776,-0.04,売り,3943,91063665.45454545,9.33786078,1.0602,192,非耐久消費財,9.87284836,11.7576918
EDUC,Educational Development Corporation,10.51,1.54589372,0.16,買い,20275,90913925.05763397,5.89919475,1.7082,214,消費者サービス,10.09272051,13.26326447
CNEY,CN Energy Group Inc.,5.59,2.946593,0.16,売り,11104,90837500,,,161,製造加工,5.94529427,
UBCP,"United Bancorp, Inc.",15.6,-0.51020408,-0.08,買い,959,90612257.38791423,10.125,1.52,112,金融,14.85815617,13.95341025
OMEX,"Odyssey Marine Exploration, Inc.",6.95,8.93416928,0.57,強い買い,72222,90512140.1177394,,-1.1673,14,商業サービス,5.95476936,6.2571147
MBRX,"Moleculin Biotech, Inc.",3.17,-0.31446541,-0.01,中立,82160,90510515.0355987,,-0.9131,15,健康テクノロジー,3.02945641,3.93006726
TEDU,"Tarena International, Inc.",1.51,-4.43037975,-0.07,売り,711075,90351245,,,10181,商業サービス,1.56854219,2.63939894
APM,Aptorum Group Limited,2.64,1.14942529,0.03,中立,61536,90325032.27376428,16.35572139,0.1608,26,健康テクノロジー,2.56935397,3.0890283
LNSR,"LENSAR, Inc.",8.22,-2.14285714,-0.18,中立,17304,90063979.48432057,,-2.1055,100,健康テクノロジー,8.24974851,8.0842963
NM,Navios Maritime Holdings Inc.,5.67,-3.57142857,-0.21,中立,1634281,90041479.5527638,,-11.2,396,交通,4.92656641,5.85907871
VTSI,"VirTra, Inc.",8.35,-1.76470588,-0.15,買い,54458,90013251.60264106,18.36014988,0.4558,92,製造加工,7.65294639,5.94821796
VOLT,"Volt Information Sciences, Inc.",4.14,0.24213075,0.01,売り,49627,89989418.76258992,,-0.8294,15600,商業サービス,4.33351562,3.64359537
DIT,AMCON Distributing Company,162.75,1.08695652,1.75,買い,3298,89735307.78919666,7.38256276,21.9439,929,流通サービス,161.92998581,131.12757918
ONE,OneSmart International Education Group Limited,0.502,-5.06807867,-0.0268,売り,4409693,89654483,,-0.8563,12667,商業サービス,0.57759609,2.17358859
ONCS,OncoSec Medical Incorporated,2.28,-1.72413793,-0.04,売り,60419,89342365.12820512,,-1.5093,46,健康サービス,2.25198704,3.70646535
RNWK,"RealNetworks, Inc.",1.9,-1.04166667,-0.02,中立,213017,89312827.486911,,-0.1741,325,テクノロジーサービス,1.84866016,2.34597651
OCCI,"OFS Credit Company, Inc.",14.15,-0.08473379,-0.012,買い,88080,89249200,,,,その他,14.08049939,13.73012759
AKTX,Akari Therapeutics Plc,1.85,1.64835165,0.03,買い,83691,89007008,,-0.563,8,健康テクノロジー,1.73705874,1.96729925
APVO,Aptevo Therapeutics Inc.,18.15,-4.924044,-0.94,売り,52366,88825937.69901854,,-7.2113,58,健康テクノロジー,17.94394983,22.9712414
ARMP,"Armata Pharmaceuticals, Inc.",3.56,0.19701661,0.007,売り,9168,88778664.11019284,,-1.1919,59,健康テクノロジー,3.70971532,4.03748692
AACG,ATA Creativity Global,2.77,0,0,売り,10436,88763325,,-0.0647,580,商業サービス,2.7491622,2.80978025
TARA,"Protara Therapeutics, Inc.",7.9,2.5974026,0.2,中立,40185,88762271.14774115,,-4.3802,29,健康テクノロジー,7.7484454,13.37603523
NICK,"Nicholas Financial, Inc.",11.62,-1.94092827,-0.23,買い,2473,88741373.02413793,10.3645461,1.1192,261,金融,11.60696039,10.32642348
JRSH,"Jerash Holdings (US), Inc.",7.82,0.25641026,0.02,買い,11955,88634369.63265307,32.55813953,0.2409,4100,非耐久消費財,7.77014168,6.54031671
CPSH,CPS Technologies Corp.,6.18,1.64473684,0.1,買い,105383,88513777.24242422,324.59016393,0.0193,104,製造加工,5.94621311,7.14717197
AP,Ampco-Pittsburgh Corporation,4.63,-2.1141649,-0.1,強い売り,29340,88404012.75619835,20,0.2572,1533,非エネルギー鉱物,4.99418752,5.86808693
AEZS,Aeterna Zentaris Inc.,0.728,-1.87356787,-0.0139,中立,391246,88304220.74782608,,-0.07591052,11,健康テクノロジー,0.71011108,0.83404091
ADIL,"Adial Pharmaceuticals, Inc",4.35,0.92807425,0.04,買い,158524,88296984.62469731,,-1.0418,9,健康テクノロジー,3.62954878,2.5436303
UK,Ucommune International Ltd,1.03,-1.9047619,-0.02,強い売り,86752,87951812.27488151,,-0.8927,560,金融,1.12789379,6.29299232
AADI,"Aadi Bioscience, Inc.",27.59,-2.64643613,-0.75,,76384,87663535.90932359,,-6.0698,12,健康テクノロジー,,
AWRE,"Aware, Inc.",4.07,-0.24509804,-0.01,買い,8848,87624988.93446602,,-0.2982,90,テクノロジーサービス,4.00729014,3.72867799
PPBT,Purple Biotech Ltd.,5.07,1.80722892,0.09,強い買い,87860,87575006.201701,,-0.5886,13,健康テクノロジー,4.85387387,4.83517937
CTHR,Charles & Colvard Ltd.,2.93,-9.2879257,-0.3,買い,768394,87469141.06644519,26.28820961,0.1173,48,耐久消費財,2.81697222,2.38206219
VRPX,"Virpax Pharmaceuticals, Inc.",17.6,-7.36842105,-1.4,買い,650586,87287429.7323867,,-1.5457,4,健康テクノロジー,14.60770425,
AUMN,Golden Minerals Company,0.5361,5.55227407,0.0282,買い,1378180,87279550.17696162,,-0.0474,192,非エネルギー鉱物,0.49746871,0.59782582
KERN,Akerna Corp.,3.36,-2.89017341,-0.1,売り,134717,87123772.11834319,,-1.5504,136,テクノロジーサービス,3.36954438,4.41214847
OTIC,"Otonomy, Inc.",1.53,-1.92307692,-0.03,売り,64933,86722412.00000001,,-0.8486,56,健康テクノロジー,1.52274472,2.60806476
FEMY,Femasys Inc.,7.33,-2.52659574,-0.19,中立,19954,86491947.22979799,,,24,電子テクノロジー,7.24535859,
AVCO,Avalon GloboCare Corp.,1.01,-0.98039216,-0.01,売り,119558,86259978.61165048,,-0.1345,8,健康テクノロジー,1.02458606,1.13041108
CEI,"Camber Energy, Inc.",0.8271,18.15714286,0.1271,買い,274056061,86179932.88216463,,,,エネルギー鉱物,0.52438283,232.88789936
NEPH,"Nephros, Inc.",8.43,-0.48282945,-0.0409,買い,8062,86132240.48212112,,-0.3812,27,健康テクノロジー,8.32551706,8.18551482
SBET,SharpLink Gaming Ltd.,5.81,1.75131349,0.1,買い,1627610,86080269.81206897,,,24,テクノロジーサービス,5.65067858,3.44114613
VYNE,VYNE Therapeutics Inc.,1.67,-0.5952381,-0.01,売り,577378,86024783.07692309,,-1.9463,106,健康テクノロジー,1.85275051,4.9554296
ARAV,"Aravive, Inc.",4.15,-2.81030445,-0.12,売り,72986,85963119.71496439,,-1.7051,17,健康テクノロジー,4.14657155,5.4862244
AZYO,"Aziyo Biologics, Inc.",8.4,0.5988024,0.05,買い,18363,85927188.11009173,,-2.2125,163,健康テクノロジー,8.21406387,11.4705294
CGA,"China Green Agriculture, Inc.",10.1,1.50753769,0.15,買い,18642,85725047.7898158,,-22.0922,,素材産業,8.95304092,8.20405191
LSBK,"Lake Shore Bancorp, Inc.",14.85,0.33783784,0.05,中立,10216,85586846.19932432,16.9394529,0.8739,111,金融,14.84084495,14.30741482
GECC,Great Elm Capital Corp.,3.64,0.27548209,0.01,買い,160815,85569962.62983428,3.88578789,0.9316,,金融,3.52816321,3.56796519
ZVO,Zovio Inc.,2.55,-5.20446097,-0.14,中立,162320,85215291.32183908,,-2.1269,1550,消費者サービス,2.4700202,3.29062264
ALNA,"Allena Pharmaceuticals, Inc.",1.06,0.95238095,0.01,買い,808817,84949164.2095238,,-0.9182,41,健康テクノロジー,0.98325001,1.28705942
AVGR,"Avinger, Inc.",0.89,-0.45856168,-0.0041,売り,504500,84864164.7124762,,-0.2483,75,健康テクノロジー,0.8924296,1.07793442
RFIL,"RF Industries, Ltd.",8.46,2.05066345,0.17,強い買い,11794,84732464.23373495,18.64749494,0.4533,271,電子テクノロジー,8.30622432,7.04261095
ZSAN,Zosano Pharma Corporation,0.73,-2.24959829,-0.0168,中立,810345,84381245.9977292,,-0.3253,45,健康テクノロジー,0.70700721,0.91124761
AEI,Alset EHome International Inc.,2.1,-6.66666667,-0.15,売り,9905002,84313376.13861388,,-7.0703,22,金融,2.16201645,
GLG,"TD Holdings, Inc.",0.846,-4.64382326,-0.0412,中立,327695,84163505.84822933,20.54272517,0.0434,25,金融,0.81975532,1.37904587
PHUN,"Phunware, Inc.",1.12,-2.60869565,-0.03,中立,1105669,83853994.37837839,,-0.589,58,テクノロジーサービス,1.0456689,1.52789445
OGEN,Oragenics Inc.,0.72,-1.16678106,-0.0085,買い,843893,83660258.41847445,,-0.2087,7,健康テクノロジー,0.69155317,0.72994575
GRAY,"Graybug Vision, Inc.",3.925,-10.59225513,-0.465,強い売り,669513,83542348.26749437,,-1.6986,31,健康テクノロジー,4.05923085,11.69361375
LWAY,"Lifeway Foods, Inc.",5.4,0.55865922,0.03,強い売り,14574,83348650.92857143,17.52738654,0.3221,316,非耐久消費財,5.58612298,5.46906608
VNCE,Vince Holding Corp.,7,5.10510511,0.34,売り,16907,83289661.93265007,,-2.3218,497,非耐久消費財,7.3489039,8.92316046
DSS,"Document Security Systems, Inc.",1.23,-2.38095238,-0.03,強い売り,678185,83136062.0564516,10.21416804,0.5781,93,商業サービス,1.27379169,3.21467919
NDRA,ENDRA Life Sciences Inc.,1.98,-3.41463415,-0.07,買い,186548,82877561.63076924,,-0.3591,18,健康テクノロジー,1.83795906,1.83701591
LOV,"Spark Networks, Inc.",3.15,2.27272727,0.07,売り,159728,82578954,,,250,テクノロジーサービス,3.45942307,5.02449026
POLA,"Polar Power, Inc.",6.45,-2.27272727,-0.15,強い売り,111086,82483912.0341615,,-0.9477,106,電子テクノロジー,6.72188324,8.46301668
ONTX,"Onconova Therapeutics, Inc.",5.22,-1.13636364,-0.06,売り,214795,82377033.36501901,,-1.627,12,健康テクノロジー,5.13724792,8.42932309
FRD,Friedman Industries Inc.,11.89,-0.41876047,-0.05,売り,14343,82035492.48977925,3.58672063,3.4098,94,製造加工,12.76102848,10.42234666
RCON,"Recon Technology, Ltd.",3.21,-0.92592593,-0.03,売り,981258,81978234.64024392,,-0.4276,134,流通サービス,3.1760164,4.35154323
CWBR,"CohBar, Inc.",1.27,0,0,買い,390283,81799425.9032258,,-0.295,12,健康テクノロジー,1.24314275,1.34982164
